"abalone_id","gender","length","diameter","height","whole_weight","shucked_weight","viscera_weight","shell_weight","rings","collector","collector_first","collector_last","collector_organization","water","water_region","feb_temp"
"3864",F,"0.655","0.5","0.18","1.4155","0.508","0.314","0.445","18","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"3869",F,"0.44","0.34","0.135","0.3975","0.1505","0.0945","0.135","8","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3885",I,"0.29","0.225","0.075","0.152","0.071","0.059","0.045","9","14",Santiago,Vaughan,Ohio State University	,"8",West Coast,"12.3"
"3895",M,"0.495","0.38","0.135","0.6295","0.263","0.1425","0.215","12","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"3904",M,"0.635","0.48","0.235","1.064","0.413","0.228","0.36","16","6",Martin,Gaines,San Diego State University,"8",West Coast,"12.3"
"3914",I,"0.54","0.4","0.145","0.757","0.315","0.181","0.215","11","8",Kali,Metcalfe,Mote Marine Laboratory,"8",West Coast,"12.3"
"3916",I,"0.56","0.445","0.165","1.0285","0.4535","0.253","0.275","11","15",Conan,Dalton,University of Houston,"8",West Coast,"12.3"
"3932",I,"0.55","0.44","0.165","0.8605","0.312","0.169","0.3","17","13",Betty,Berg,University of Houston,"8",West Coast,"12.3"
"3954",I,"0.465","0.355","0.12","0.5805","0.255","0.0915","0.184","8","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"3962",M,"0.695","0.55","0.205","2.173","1.133","0.4665","0.496","10","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"3974",I,"0.415","0.33","0.1","0.3905","0.1925","0.0755","0.1025","7","6",Martin,Gaines,San Diego State University,"8",West Coast,"12.3"
"3982",M,"0.565","0.455","0.15","0.9795","0.444","0.205","0.275","8","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3986",M,"0.63","0.48","0.185","1.21","0.53","0.2555","0.322","11","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"3989",M,"0.665","0.515","0.165","1.3855","0.621","0.302","0.3445","8","11",Naima,Reyes,University of Houston,"8",West Coast,"12.3"
"3990",F,"0.67","0.52","0.195","1.8065","0.758","0.3735","0.5055","11","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3994",M,"0.72","0.6","0.235","2.2385","0.984","0.411","0.621","12","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"4004",I,"0.51","0.39","0.125","0.597","0.293","0.1265","0.1555","8","6",Martin,Gaines,San Diego State University,"8",West Coast,"12.3"
"4024",I,"0.275","0.2","0.07","0.096","0.037","0.0225","0.03","6","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"4037",I,"0.54","0.42","0.14","0.74","0.3595","0.159","0.1985","8","14",Santiago,Vaughan,Ohio State University	,"8",West Coast,"12.3"
"4041",F,"0.575","0.45","0.12","0.9585","0.447","0.169","0.275","12","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"4049",F,"0.625","0.495","0.16","1.234","0.6335","0.192","0.35","13","3",Inaya,Bernard,Stanford University,"8",West Coast,"12.3"
"4060",M,"0.515","0.39","0.12","0.6125","0.302","0.1365","0.1415","8","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"4075",I,"0.52","0.4","0.14","0.622","0.278","0.1455","0.169","8","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"4089",M,"0.6","0.47","0.13","1.0105","0.423","0.219","0.298","9","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"4092",M,"0.625","0.5","0.18","1.3705","0.645","0.303","0.3705","12","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"4095",M,"0.63","0.53","0.175","1.4135","0.667","0.2945","0.3555","13","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"4099",F,"0.65","0.495","0.16","1.3105","0.577","0.3315","0.355","9","11",Naima,Reyes,University of Houston,"8",West Coast,"12.3"
"4105",F,"0.71","0.545","0.175","1.907","0.8725","0.4565","0.475","11","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"4115",F,"0.57","0.45","0.15","0.9645","0.531","0.189","0.209","9","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"4120",I,"0.3","0.215","0.05","0.1185","0.048","0.0225","0.042","4","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"4148",M,"0.695","0.55","0.195","1.6645","0.727","0.36","0.445","11","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"4153",I,"0.37","0.28","0.09","0.218","0.0995","0.0545","0.0615","7","8",Kali,Metcalfe,Mote Marine Laboratory,"8",West Coast,"12.3"
"4157",M,"0.475","0.37","0.11","0.4895","0.2185","0.107","0.146","8","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"4160",F,"0.56","0.44","0.135","0.8025","0.35","0.1615","0.259","9","6",Martin,Gaines,San Diego State University,"8",West Coast,"12.3"
