"abalone_id","gender","length","diameter","height","whole_weight","shucked_weight","viscera_weight","shell_weight","rings","collector","collector_first","collector_last","collector_organization","water","water_region","feb_temp"
"3611",M,"0.58","0.45","0.16","0.8675","0.3935","0.221","0.215","9","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3616",M,"0.615","0.475","0.19","1.4335","0.7315","0.305","0.3285","9","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3623",M,"0.655","0.505","0.165","1.27","0.6035","0.262","0.335","10","13",Betty,Berg,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3639",I,"0.44","0.34","0.105","0.344","0.123","0.081","0.125","8","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3640",I,"0.44","0.32","0.095","0.3275","0.1495","0.059","0.1","8","14",Santiago,Vaughan,Ohio State University	,"1",Florida Atlantic Coast,"22.1"
"3644",I,"0.47","0.345","0.12","0.3685","0.1525","0.0615","0.125","8","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"3647",I,"0.475","0.35","0.125","0.4225","0.1905","0.079","0.1355","9","10",Hazel,Villa,University of Minnesota,"1",Florida Atlantic Coast,"22.1"
"3652",I,"0.525","0.405","0.125","0.657","0.2985","0.1505","0.168","10","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3655",I,"0.53","0.42","0.14","0.6765","0.256","0.1855","0.208","9","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"3657",I,"0.53","0.395","0.125","0.6235","0.2975","0.108","0.195","11","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"3658",M,"0.535","0.405","0.14","0.7315","0.336","0.156","0.19","7","10",Hazel,Villa,University of Minnesota,"1",Florida Atlantic Coast,"22.1"
"3683",M,"0.62","0.5","0.18","1.3915","0.726","0.2795","0.332","11","9",Danica,Tyler,University of Florida	,"1",Florida Atlantic Coast,"22.1"
"3687",F,"0.625","0.485","0.135","1.3025","0.61","0.2675","0.3605","14","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3689",I,"0.63","0.49","0.17","1.217","0.5515","0.212","0.31","11","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"3710",M,"0.685","0.55","0.19","1.885","0.89","0.41","0.4895","10","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"3714",M,"0.71","0.555","0.175","2.14","1.2455","0.3725","0.434","11","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"3716",M,"0.78","0.6","0.21","2.548","1.1945","0.5745","0.6745","11","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"3760",M,"0.53","0.425","0.155","0.7905","0.307","0.171","0.2595","9","10",Hazel,Villa,University of Minnesota,"1",Florida Atlantic Coast,"22.1"
"3764",I,"0.53","0.41","0.15","0.612","0.2435","0.1525","0.1895","11","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3770",F,"0.56","0.43","0.145","0.898","0.3895","0.2325","0.245","9","9",Danica,Tyler,University of Florida	,"1",Florida Atlantic Coast,"22.1"
"3774",F,"0.575","0.46","0.15","0.927","0.333","0.207","0.2985","9","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3795",M,"0.67","0.52","0.175","1.4755","0.6275","0.379","0.374","10","10",Hazel,Villa,University of Minnesota,"1",Florida Atlantic Coast,"22.1"
"3796",M,"0.675","0.54","0.175","1.5545","0.6645","0.278","0.512","12","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3803",I,"0.305","0.23","0.075","0.1455","0.0595","0.0305","0.05","6","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3807",I,"0.425","0.31","0.095","0.3505","0.1645","0.071","0.1","8","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"3809",M,"0.515","0.385","0.13","0.623","0.2855","0.1285","0.175","10","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3816",I,"0.46","0.34","0.1","0.386","0.1805","0.0875","0.0965","8","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3828",M,"0.68","0.54","0.195","1.7825","0.5565","0.3235","0.4285","11","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3829",M,"0.68","0.52","0.175","1.543","0.7525","0.351","0.374","11","13",Betty,Berg,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3841",F,"0.53","0.41","0.145","0.8255","0.375","0.204","0.245","9","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"3847",I,"0.37","0.275","0.085","0.2045","0.096","0.056","0.08","6","9",Danica,Tyler,University of Florida	,"1",Florida Atlantic Coast,"22.1"
"3858",M,"0.655","0.515","0.2","1.373","0.443","0.3375","0.49","16","4",Nate,Craig,NOAA Fisheries,"1",Florida Atlantic Coast,"22.1"
"3860",F,"0.57","0.44","0.19","1.018","0.447","0.207","0.265","9","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"3866",M,"0.525","0.395","0.165","0.782","0.285","0.1405","0.285","19","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"3867",F,"0.525","0.43","0.165","0.717","0.289","0.1745","0.195","10","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"3870",F,"0.49","0.385","0.16","0.656","0.2455","0.171","0.205","9","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"3888",F,"0.56","0.44","0.155","0.9705","0.4315","0.263","0.255","9","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"3890",M,"0.62","0.5","0.2","1.221","0.4605","0.263","0.43","12","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"3896",F,"0.595","0.5","0.18","1.053","0.4405","0.192","0.39","13","9",Danica,Tyler,University of Florida	,"1",Florida Atlantic Coast,"22.1"
"3898",F,"0.615","0.5","0.165","1.1765","0.488","0.244","0.345","17","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3939",F,"0.35","0.275","0.065","0.205","0.0745","0.0465","0.07","10","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"3945",M,"0.55","0.44","0.16","0.991","0.348","0.168","0.375","20","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"3950",F,"0.525","0.415","0.15","0.7155","0.2355","0.171","0.27","13","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3964",I,"0.27","0.205","0.075","0.118","0.059","0.031","0.0305","4","14",Santiago,Vaughan,Ohio State University	,"1",Florida Atlantic Coast,"22.1"
"3971",I,"0.385","0.285","0.09","0.248","0.0935","0.066","0.07","6","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"4000",I,"0.415","0.31","0.095","0.34","0.181","0.057","0.083","6","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"4007",M,"0.585","0.465","0.15","0.98","0.4315","0.2545","0.247","9","13",Betty,Berg,University of Houston,"1",Florida Atlantic Coast,"22.1"
"4011",M,"0.61","0.475","0.15","1.142","0.62","0.237","0.245","9","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
"4026",I,"0.33","0.26","0.085","0.1965","0.0915","0.0425","0.055","7","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"4031",I,"0.435","0.325","0.1","0.366","0.174","0.0725","0.109","7","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"4066",I,"0.37","0.275","0.08","0.2325","0.093","0.056","0.072","6","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"4074",I,"0.515","0.395","0.125","0.5805","0.2365","0.1075","0.19","9","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"4078",I,"0.55","0.435","0.125","0.741","0.348","0.1585","0.206","9","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"4080",M,"0.55","0.385","0.13","0.7275","0.343","0.1625","0.19","8","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"4131",M,"0.58","0.45","0.14","0.824","0.3465","0.1765","0.263","10","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"4134",M,"0.585","0.45","0.15","0.997","0.4055","0.283","0.251","11","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"4139",M,"0.63","0.49","0.155","1.229","0.535","0.29","0.335","11","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"4140",F,"0.635","0.495","0.175","1.2355","0.5205","0.3085","0.347","10","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"4141",F,"0.645","0.535","0.19","1.2395","0.468","0.2385","0.424","10","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"4154",I,"0.43","0.315","0.115","0.384","0.1885","0.0715","0.11","8","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
"4164",I,"0.39","0.31","0.085","0.344","0.181","0.0695","0.079","7","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
