"ARPU_BANDS","ARPU","3"
GREATER 5000,5583,2
GREATER 5000,6221,2
GREATER 5000,6224,2
GREATER 5000,6491,2
GREATER 5000,6551,2
GREATER 5000,6849,2
GREATER 5000,7000,10
GREATER 5000,7578,2
GREATER 5000,7843,2
GREATER 5000,8003,2
GREATER 5000,8042,2
GREATER 5000,8224,2
GREATER 5000,9120,2
GREATER 5000,9207,2
GREATER 5000,9276,2
GREATER 5000,9895,2
GREATER 5000,10564,2
GREATER 5000,10732,2
GREATER 5000,16000,2
GREATER 5000,16983,2
GREATER 5000,19511,2
GREATER 5000,26897,2
GREATER 5000,35724,2
GREATER 5000,53861,2
OTHERS,-2008,2
OTHERS,-1565,2
OTHERS,-1383,2
OTHERS,-247,2
OTHERS,-199,2
OTHERS,-158,2
OTHERS,-90,6
OTHERS,-80,2
OTHERS,-52,6
OTHERS,-47,14
OTHERS,-27,6
OTHERS,-19,28
"1001-5000",4065,4
"1001-5000",4082,2
"1001-5000",4084,6
"1001-5000",4085,4
"1001-5000",4090,2
"1001-5000",4123,2
"1001-5000",4141,6
"1001-5000",4149,4
"1001-5000",4157,6
"1001-5000",4164,4
"1001-5000",4184,4
"1001-5000",4203,10
"1001-5000",4205,4
"1001-5000",4223,2
"1001-5000",4224,4
"1001-5000",4233,2
"1001-5000",4250,8
"1001-5000",4269,2
"1001-5000",4277,6
"1001-5000",4325,4
"1001-5000",4329,2
"1001-5000",4369,4
"1001-5000",4373,2
"1001-5000",4385,2
"1001-5000",4396,8
"1001-5000",4397,6
"1001-5000",4409,8
"1001-5000",4417,4
"1001-5000",4433,2
"1001-5000",4461,8
"1001-5000",4462,2
"1001-5000",4489,2
"1001-5000",4490,2
"1001-5000",4507,2
"1001-5000",4525,2
"1001-5000",4535,2
"1001-5000",4555,4
"1001-5000",4568,6
"1001-5000",4577,4
"1001-5000",4582,2
"1001-5000",4647,4
"1001-5000",4697,2
"1001-5000",4719,6
"1001-5000",4730,4
"1001-5000",4733,2
"1001-5000",4741,4
"1001-5000",4759,2
"1001-5000",4777,2
"1001-5000",4788,2
"1001-5000",4792,2
"1001-5000",4813,2
"1001-5000",4852,4
"1001-5000",4858,4
"1001-5000",4932,2
"1001-5000",4940,2
"101-200",107,30586
"101-200",124,22956
"101-200",134,25770
"101-200",140,39780
"101-200",172,17118
"101-200",186,15790
"101-200",187,16418
"101-200",188,17124
"11-20",14,60170
"11-20",18,128846
"201-500",204,15932
"201-500",208,16350
"201-500",209,19324
"201-500",221,13466
"201-500",242,11886
"201-500",247,11990
"201-500",248,12774
"201-500",253,11560
"201-500",278,10176
"201-500",291,9274
"201-500",308,9300
"201-500",321,7878
"201-500",332,7442
"201-500",333,7674
"201-500",347,6914
"201-500",386,5798
"201-500",389,6824
"201-500",404,7692
"201-500",422,5184
"201-500",437,4726
"201-500",438,4836
"201-500",453,4712
"201-500",461,4286
"201-500",473,4266
"21-50",46,48064
"21-50",50,95414
"500-1000",504,4602
"500-1000",511,3678
"500-1000",521,3606
"500-1000",525,4032
"500-1000",532,3350
"500-1000",547,3326
"500-1000",561,3034
"500-1000",573,3004
"500-1000",599,3484
"500-1000",625,2922
"500-1000",648,2436
"500-1000",652,2330
"500-1000",667,2312
"500-1000",671,2240
"500-1000",674,3060
"500-1000",689,2446
"500-1000",704,2244
"500-1000",712,1962
"500-1000",731,1852
"500-1000",746,1790
"500-1000",757,1676
"500-1000",774,1804
"500-1000",789,1746
"500-1000",804,1662
"500-1000",818,1530
"500-1000",830,1986
"500-1000",833,1348
"500-1000",860,1896
"500-1000",871,1340
"500-1000",886,1108
"500-1000",897,1224
"500-1000",905,1466
"500-1000",920,1614
"500-1000",924,1222
"500-1000",931,1002
"500-1000",942,1040
"500-1000",946,1082
"500-1000",957,1056
GREATER 5000,5381,2
GREATER 5000,5412,6
GREATER 5000,5491,2
GREATER 5000,5497,2
GREATER 5000,5558,2
GREATER 5000,5559,4
GREATER 5000,5600,4
GREATER 5000,5613,4
GREATER 5000,5730,2
GREATER 5000,5785,2
GREATER 5000,5847,2
GREATER 5000,5874,2
GREATER 5000,5879,2
GREATER 5000,5979,2
GREATER 5000,5987,2
GREATER 5000,6029,2
GREATER 5000,6141,2
GREATER 5000,6354,2
GREATER 5000,6409,2
GREATER 5000,6771,2
GREATER 5000,6820,2
GREATER 5000,7088,2
GREATER 5000,7259,2
GREATER 5000,7586,2
GREATER 5000,7730,2
GREATER 5000,7872,2
GREATER 5000,8002,2
GREATER 5000,8366,2
GREATER 5000,9373,2
GREATER 5000,10118,2
GREATER 5000,11002,2
GREATER 5000,11300,2
GREATER 5000,12452,4
GREATER 5000,14214,2
GREATER 5000,14519,2
GREATER 5000,18719,2
GREATER 5000,22329,2
GREATER 5000,23029,2
GREATER 5000,23894,2
GREATER 5000,25000,2
GREATER 5000,41151,2
OTHERS,-4000,4
OTHERS,-3000,2
OTHERS,-2250,4
OTHERS,-950,2
OTHERS,-923,2
OTHERS,-800,2
OTHERS,-731,2
OTHERS,-725,2
OTHERS,-639,2
OTHERS,-383,2
OTHERS,-314,2
OTHERS,-313,2
OTHERS,-302,2
OTHERS,-165,2
OTHERS,-157,2
OTHERS,-146,2
OTHERS,-97,2
OTHERS,-82,2
OTHERS,-39,2
OTHERS,-23,8
"1001-5000",4028,2
"1001-5000",4030,4
"1001-5000",4035,2
"1001-5000",4044,2
"1001-5000",4048,4
"1001-5000",4049,6
"1001-5000",4079,4
"1001-5000",4083,2
"1001-5000",4091,6
"1001-5000",4100,20
"1001-5000",4109,2
"1001-5000",4130,4
"1001-5000",4193,6
"1001-5000",4213,2
"1001-5000",4216,6
"1001-5000",4236,2
"1001-5000",4244,2
"1001-5000",4255,6
"1001-5000",4258,2
"1001-5000",4259,2
"1001-5000",4273,2
"1001-5000",4297,4
"1001-5000",4327,2
"1001-5000",4343,4
"1001-5000",4344,2
"1001-5000",4350,2
"1001-5000",4353,2
"1001-5000",4359,6
"1001-5000",4400,6
"1001-5000",4426,2
"1001-5000",4442,4
"1001-5000",4488,6
"1001-5000",4493,2
"1001-5000",4495,4
"1001-5000",4500,12
"1001-5000",4502,4
"1001-5000",4505,6
"1001-5000",4514,6
"1001-5000",4515,2
"1001-5000",4548,2
"1001-5000",4567,6
"1001-5000",4579,6
"1001-5000",4587,2
"1001-5000",4588,4
"1001-5000",4601,6
"1001-5000",4604,2
"1001-5000",4640,2
"1001-5000",4648,2
"1001-5000",4664,2
"1001-5000",4692,6
"1001-5000",4710,4
"1001-5000",4720,2
"1001-5000",4754,2
"1001-5000",4794,2
"1001-5000",4821,8
"1001-5000",4889,2
"1001-5000",4893,2
"1001-5000",4895,2
"1001-5000",4917,4
"1001-5000",4957,2
"101-200",126,26930
"101-200",131,20640
"101-200",137,22200
"101-200",146,20306
"101-200",149,27472
"101-200",160,32814
"101-200",184,17374
"101-200",185,18404
"101-200",194,16278
"11-20",16,43100
"201-500",214,14478
"201-500",215,16354
"201-500",240,19236
"201-500",260,16990
"201-500",289,11454
"201-500",295,10324
"201-500",299,12148
"201-500",303,8586
"201-500",305,10104
"201-500",320,13440
"201-500",340,10942
"201-500",341,7156
"201-500",412,5216
"201-500",423,5028
"201-500",431,4822
"201-500",464,4668
"201-500",465,4704
"201-500",488,3970
"201-500",498,4212
"21-50",22,49722
"21-50",29,79058
"21-50",37,64826
"21-50",44,49972
"21-50",48,58114
"500-1000",502,3984
"500-1000",512,3742
"500-1000",519,4256
"500-1000",545,4346
"500-1000",556,3088
"500-1000",560,4630
"500-1000",563,3108
"500-1000",575,3424
"500-1000",578,3026
"500-1000",601,2952
"500-1000",612,2740
"500-1000",620,3562
"500-1000",624,2830
"500-1000",631,2476
"500-1000",642,2474
"500-1000",650,3726
"500-1000",661,2282
"500-1000",665,2610
"500-1000",684,2532
"500-1000",687,2114
"500-1000",691,1882
"500-1000",702,1916
"500-1000",706,2000
"500-1000",732,1728
"500-1000",755,1958
"500-1000",763,1684
"500-1000",768,1822
"500-1000",780,2080
"500-1000",787,1596
"500-1000",802,1466
"500-1000",820,2044
"500-1000",824,1668
"500-1000",835,1690
"500-1000",843,1454
"500-1000",854,1668
"1001-5000",2327,62
"1001-5000",2329,98
"1001-5000",2341,60
"1001-5000",2343,88
"1001-5000",2363,82
"1001-5000",2366,62
"1001-5000",2398,68
"1001-5000",2442,42
"1001-5000",2475,78
"1001-5000",2476,42
"1001-5000",2477,60
"1001-5000",2478,44
"1001-5000",2501,60
"1001-5000",2547,48
"1001-5000",2562,54
"1001-5000",2595,58
"1001-5000",2600,74
"1001-5000",2624,48
"1001-5000",2668,40
"1001-5000",2673,28
"1001-5000",2679,38
"1001-5000",2712,48
"1001-5000",2713,34
"1001-5000",2718,34
"1001-5000",2737,32
"1001-5000",2755,30
"1001-5000",2761,26
"1001-5000",2772,30
"1001-5000",2794,28
"1001-5000",2804,28
"1001-5000",2816,34
"1001-5000",2825,40
"1001-5000",2838,28
"1001-5000",2866,22
"1001-5000",2874,34
"1001-5000",2892,18
"1001-5000",2907,18
"1001-5000",2908,14
"1001-5000",2914,26
"1001-5000",2960,28
"1001-5000",2964,38
"1001-5000",2983,24
"1001-5000",2985,18
"1001-5000",3000,706
"1001-5000",3001,42
"1001-5000",3008,28
"1001-5000",3021,28
"1001-5000",3035,20
"1001-5000",3041,14
"1001-5000",3058,16
"1001-5000",3076,18
"1001-5000",3106,18
"1001-5000",3112,10
"1001-5000",3136,24
"1001-5000",3147,18
"1001-5000",3159,18
"1001-5000",3186,20
"1001-5000",3191,8
"1001-5000",3204,24
"1001-5000",3217,4
"1001-5000",3224,14
"1001-5000",3231,20
"1001-5000",3233,14
"1001-5000",3252,14
"1001-5000",3271,4
"1001-5000",3278,16
"1001-5000",3284,10
"1001-5000",3289,20
"1001-5000",3308,4
"1001-5000",3320,10
"1001-5000",3324,12
"1001-5000",3326,14
"1001-5000",3330,12
"1001-5000",3376,16
"1001-5000",3383,6
"1001-5000",3403,16
"1001-5000",3417,8
"1001-5000",3418,4
"1001-5000",3430,6
"1001-5000",3442,6
"1001-5000",3448,16
"1001-5000",3460,16
"1001-5000",3462,20
"1001-5000",3468,14
"1001-5000",3478,14
"1001-5000",3481,12
"1001-5000",3523,16
"1001-5000",3527,6
"1001-5000",3564,12
"1001-5000",3572,12
"1001-5000",3581,8
"1001-5000",3582,6
"1001-5000",3585,8
"1001-5000",3618,10
"1001-5000",3624,8
"1001-5000",3659,6
"1001-5000",3686,4
"1001-5000",3725,6
"1001-5000",3729,4
"1001-5000",3734,8
"1001-5000",3736,6
"1001-5000",3748,8
"1001-5000",3761,12
"1001-5000",3773,12
"1001-5000",3785,2
"1001-5000",3812,4
"1001-5000",3815,16
"1001-5000",3818,2
"1001-5000",3819,10
"1001-5000",3825,12
"1001-5000",3831,6
"1001-5000",3833,2
"1001-5000",3837,4
"1001-5000",3904,2
"1001-5000",3913,8
"1001-5000",3914,4
"1001-5000",3927,2
"1001-5000",3939,6
"1001-5000",3953,8
"1001-5000",3954,6
"1001-5000",3960,6
"1001-5000",3974,4
"1001-5000",3980,4
"1001-5000",3983,2
"1001-5000",3988,4
"1001-5000",3990,8
"500-1000",908,1140
"500-1000",934,1088
"500-1000",981,980
"500-1000",985,1076
"500-1000",998,1016
GREATER 5000,5031,2
GREATER 5000,5071,2
GREATER 5000,5082,2
GREATER 5000,5120,2
GREATER 5000,5136,2
GREATER 5000,5187,2
GREATER 5000,5207,2
GREATER 5000,5209,2
GREATER 5000,5217,2
GREATER 5000,5223,2
GREATER 5000,5228,2
GREATER 5000,5252,2
GREATER 5000,5259,2
GREATER 5000,5278,2
GREATER 5000,5309,2
GREATER 5000,5379,2
GREATER 5000,5440,2
GREATER 5000,5473,4
GREATER 5000,5490,2
GREATER 5000,5508,2
GREATER 5000,5553,2
GREATER 5000,5630,4
GREATER 5000,5631,2
GREATER 5000,5778,2
GREATER 5000,6022,2
GREATER 5000,6078,2
GREATER 5000,6213,2
GREATER 5000,6259,2
GREATER 5000,6371,2
GREATER 5000,6461,2
GREATER 5000,6603,2
GREATER 5000,6714,2
GREATER 5000,6868,2
GREATER 5000,7396,2
GREATER 5000,7488,2
GREATER 5000,7662,2
GREATER 5000,7774,2
GREATER 5000,8306,2
GREATER 5000,8932,2
GREATER 5000,9701,2
GREATER 5000,10380,2
GREATER 5000,12000,2
GREATER 5000,12040,2
GREATER 5000,13542,2
GREATER 5000,19863,2
GREATER 5000,28612,2
GREATER 5000,33819,2
GREATER 5000,44173,2
GREATER 5000,115485,2
GREATER 5000,176405,2
OTHERS,-1601,2
OTHERS,-965,4
OTHERS,-670,2
OTHERS,-420,2
OTHERS,-318,2
OTHERS,-287,4
OTHERS,-234,2
OTHERS,-139,2
OTHERS,-58,2
OTHERS,-38,6
OTHERS,-29,4
"0-10",10,201082
"1001-5000",1014,1232
"1001-5000",1034,1120
"1001-5000",1045,1308
"1001-5000",1073,770
"1001-5000",1074,948
"1001-5000",1087,764
"1001-5000",1092,818
"1001-5000",1100,2174
"1001-5000",1129,862
"1001-5000",1135,820
"1001-5000",1142,680
"1001-5000",1154,808
"1001-5000",1198,734
"1001-5000",1222,558
"1001-5000",1237,486
"1001-5000",1250,1024
"1001-5000",1256,500
"1001-5000",1285,704
"1001-5000",1287,556
"1001-5000",1310,640
"1001-5000",1313,480
"1001-5000",1337,450
"1001-5000",1351,458
"1001-5000",1353,438
"1001-5000",1354,518
"1001-5000",1355,450
"1001-5000",1358,388
"1001-5000",1368,436
"1001-5000",1381,394
"1001-5000",1395,486
"1001-5000",1401,392
"1001-5000",1416,392
"1001-5000",1435,418
"1001-5000",1456,354
"1001-5000",1461,336
"1001-5000",1463,328
"1001-5000",1482,308
"1001-5000",1489,382
"1001-5000",1491,366
"1001-5000",1504,374
"1001-5000",1517,286
"1001-5000",1543,310
"1001-5000",1556,280
"1001-5000",1563,274
"1001-5000",1566,276
"1001-5000",1572,248
"1001-5000",1584,356
"1001-5000",1588,268
"1001-5000",1598,294
"1001-5000",1605,278
"1001-5000",1607,238
"1001-5000",1608,234
"1001-5000",1610,298
"1001-5000",1611,250
"1001-5000",1619,312
"1001-5000",1621,288
"1001-5000",1672,204
"1001-5000",1683,250
"1001-5000",1696,204
"1001-5000",1712,236
"1001-5000",1717,176
"1001-5000",1718,188
"1001-5000",1719,224
"1001-5000",1726,216
"1001-5000",1737,232
"1001-5000",1738,200
"1001-5000",1747,180
"1001-5000",1758,184
"1001-5000",1760,228
"1001-5000",1763,200
"1001-5000",1764,192
"1001-5000",1771,160
"1001-5000",1818,182
"1001-5000",1819,192
"1001-5000",1822,178
"1001-5000",1844,190
"1001-5000",1849,206
"1001-5000",1861,134
"1001-5000",1867,164
"1001-5000",1896,128
"1001-5000",1913,152
"1001-5000",1915,130
"1001-5000",1926,134
"1001-5000",1931,108
"1001-5000",1973,134
"1001-5000",2055,142
"1001-5000",2066,106
"1001-5000",2074,126
"1001-5000",2075,110
"1001-5000",2080,160
"1001-5000",2084,120
"1001-5000",2111,108
"1001-5000",2118,94
"1001-5000",2119,132
"1001-5000",2122,106
"1001-5000",2126,106
"1001-5000",2131,118
"1001-5000",2132,122
"1001-5000",2136,74
"1001-5000",2144,108
"1001-5000",2152,100
"1001-5000",2160,136
"1001-5000",2163,94
"1001-5000",2169,86
"1001-5000",2172,102
"1001-5000",2184,102
"1001-5000",2187,90
"1001-5000",2212,70
"1001-5000",2224,38
"1001-5000",2229,102
"1001-5000",2230,104
"1001-5000",2244,78
"1001-5000",2266,100
"1001-5000",2285,104
"1001-5000",2299,154
"1001-5000",2309,90
"1001-5000",2312,88
"1001-5000",2320,116
"1001-5000",2324,102
"1001-5000",2330,90
"1001-5000",2336,74
"1001-5000",2377,56
"1001-5000",2378,84
"1001-5000",2387,62
"1001-5000",2317,76
"1001-5000",2319,72
"1001-5000",2335,58
"1001-5000",2340,84
"1001-5000",2350,122
"1001-5000",2356,44
"1001-5000",2361,68
"1001-5000",2373,64
"1001-5000",2374,82
"1001-5000",2375,86
"1001-5000",2388,64
"1001-5000",2425,58
"1001-5000",2451,38
"1001-5000",2466,58
"1001-5000",2485,68
"1001-5000",2487,60
"1001-5000",2491,76
"1001-5000",2508,72
"1001-5000",2512,60
"1001-5000",2515,70
"1001-5000",2532,46
"1001-5000",2535,32
"1001-5000",2544,52
"1001-5000",2555,36
"1001-5000",2560,50
"1001-5000",2569,40
"1001-5000",2574,74
"1001-5000",2584,56
"1001-5000",2607,48
"1001-5000",2611,40
"1001-5000",2614,42
"1001-5000",2620,70
"1001-5000",2667,32
"1001-5000",2680,36
"1001-5000",2691,22
"1001-5000",2744,30
"1001-5000",2745,36
"1001-5000",2751,52
"1001-5000",2752,36
"1001-5000",2754,52
"1001-5000",2775,34
"1001-5000",2802,28
"1001-5000",2806,34
"1001-5000",2857,42
"1001-5000",2876,28
"1001-5000",2903,24
"1001-5000",2915,40
"1001-5000",2918,28
"1001-5000",2930,16
"1001-5000",2935,26
"1001-5000",2948,18
"1001-5000",2952,14
"1001-5000",2959,26
"1001-5000",2961,26
"1001-5000",2969,22
"1001-5000",2993,12
"1001-5000",3026,18
"1001-5000",3050,56
"1001-5000",3051,16
"1001-5000",3063,24
"1001-5000",3081,24
"1001-5000",3083,22
"1001-5000",3094,8
"1001-5000",3126,20
"1001-5000",3148,34
"1001-5000",3151,16
"1001-5000",3162,12
"1001-5000",3164,12
"1001-5000",3170,26
"1001-5000",3172,22
"1001-5000",3189,12
"1001-5000",3194,26
"1001-5000",3203,8
"1001-5000",3216,18
"1001-5000",3247,24
"1001-5000",3250,22
"1001-5000",3256,18
"1001-5000",3264,14
"1001-5000",3277,20
"1001-5000",3291,14
"1001-5000",3301,18
"1001-5000",3322,14
"1001-5000",3337,18
"1001-5000",3339,6
"1001-5000",3350,18
"1001-5000",3352,10
"1001-5000",3375,10
"1001-5000",3378,16
"1001-5000",3382,8
"1001-5000",3404,4
"1001-5000",3405,16
"1001-5000",3445,22
"1001-5000",3450,22
"1001-5000",3454,10
"1001-5000",3459,6
"1001-5000",3512,8
"1001-5000",3525,20
"1001-5000",3526,4
"1001-5000",3553,2
"1001-5000",3560,12
"1001-5000",3578,8
"1001-5000",3594,12
"1001-5000",3595,6
"1001-5000",3598,16
"1001-5000",3627,4
"1001-5000",3634,14
"1001-5000",3650,8
"1001-5000",3673,8
"1001-5000",3676,6
"1001-5000",3717,6
"1001-5000",3735,4
"1001-5000",3751,8
"1001-5000",3764,4
"1001-5000",3768,8
"1001-5000",3775,4
"1001-5000",3778,6
"1001-5000",3781,4
"1001-5000",3782,4
"1001-5000",3796,6
"1001-5000",3804,6
"1001-5000",3807,2
"1001-5000",3809,4
"1001-5000",3826,2
"1001-5000",3828,4
"1001-5000",3829,6
"1001-5000",3834,6
"500-1000",961,916
"500-1000",972,944
"500-1000",984,1048
"500-1000",999,1200
"51-100",81,28184
GREATER 5000,5020,8
GREATER 5000,5026,2
GREATER 5000,5028,2
GREATER 5000,5040,4
GREATER 5000,5043,2
GREATER 5000,5065,2
GREATER 5000,5091,2
GREATER 5000,5092,4
GREATER 5000,5121,4
GREATER 5000,5164,2
GREATER 5000,5165,2
GREATER 5000,5171,2
GREATER 5000,5178,2
GREATER 5000,5197,2
GREATER 5000,5199,2
GREATER 5000,5258,2
GREATER 5000,5268,2
GREATER 5000,5272,2
GREATER 5000,5295,2
GREATER 5000,5368,4
GREATER 5000,5398,2
GREATER 5000,5418,4
GREATER 5000,5452,2
GREATER 5000,5456,2
GREATER 5000,5476,2
GREATER 5000,5502,2
GREATER 5000,5526,2
GREATER 5000,5623,2
GREATER 5000,5658,2
GREATER 5000,5740,2
GREATER 5000,5813,2
GREATER 5000,5840,2
GREATER 5000,5894,2
GREATER 5000,5913,2
GREATER 5000,6015,2
GREATER 5000,6161,4
GREATER 5000,6212,2
GREATER 5000,6225,2
GREATER 5000,6262,2
GREATER 5000,6429,2
GREATER 5000,6470,2
GREATER 5000,6471,2
GREATER 5000,6515,2
GREATER 5000,6628,2
GREATER 5000,6800,2
GREATER 5000,6978,2
GREATER 5000,7250,2
GREATER 5000,7305,2
GREATER 5000,7500,2
GREATER 5000,7550,2
GREATER 5000,8000,10
GREATER 5000,8053,2
GREATER 5000,8354,2
GREATER 5000,8439,2
GREATER 5000,8635,2
GREATER 5000,9000,2
GREATER 5000,9621,2
GREATER 5000,10002,2
GREATER 5000,10303,2
GREATER 5000,12111,2
GREATER 5000,12330,2
GREATER 5000,14521,2
GREATER 5000,65945,2
OTHERS,-4557,2
OTHERS,-2719,2
OTHERS,-2000,4
OTHERS,-1472,2
OTHERS,-1390,2
OTHERS,-1363,2
OTHERS,-1211,2
OTHERS,-816,2
OTHERS,-784,2
OTHERS,-519,4
OTHERS,-495,2
OTHERS,-363,2
OTHERS,-195,2
OTHERS,-162,2
OTHERS,-122,2
OTHERS,-99,2
OTHERS,-79,2
OTHERS,-63,4
OTHERS,-44,10
OTHERS,-30,22
OTHERS,-25,12
OTHERS,-21,10
OTHERS,-15,12
"1001-5000",1025,1124
"1001-5000",1046,894
"1001-5000",1058,906
"1001-5000",1062,918
"1001-5000",1066,870
"1001-5000",1068,822
"1001-5000",1088,852
"1001-5000",1106,830
"1001-5000",1114,848
"1001-5000",1124,880
"1001-5000",1131,748
"1001-5000",1144,792
"1001-5000",1168,712
"1001-5000",1192,590
"1001-5000",1197,664
"1001-5000",1215,716
"1001-5000",1216,628
"1001-5000",1238,562
"1001-5000",1249,764
"1001-5000",1254,582
"1001-5000",1270,740
"1001-5000",1273,494
"1001-5000",1276,576
"1001-5000",1296,498
"1001-5000",1314,594
"1001-5000",1320,614
"1001-5000",1367,464
"1001-5000",1383,370
"1001-5000",1386,406
"1001-5000",1392,374
"1001-5000",1399,582
"1001-5000",1419,422
"1001-5000",1422,398
"1001-5000",1438,358
"1001-5000",1457,332
"1001-5000",1460,438
"1001-5000",1465,396
"1001-5000",1475,368
"1001-5000",1500,1486
"1001-5000",1518,348
"1001-5000",1521,264
"1001-5000",1533,276
"1001-5000",1535,330
"1001-5000",1536,284
"1001-5000",1538,286
"1001-5000",1539,298
"1001-5000",1540,344
"1001-5000",1552,296
"1001-5000",1571,276
"1001-5000",1577,260
"1001-5000",1582,264
"1001-5000",1591,260
"1001-5000",1603,272
"1001-5000",1625,306
"1001-5000",1628,230
"1001-5000",1635,266
"1001-5000",1639,250
"1001-5000",1642,248
"1001-5000",1644,264
"1001-5000",1649,318
"1001-5000",1658,256
"1001-5000",1668,210
"1001-5000",1675,222
"1001-5000",1679,232
"1001-5000",1681,208
"1001-5000",1697,238
"1001-5000",1716,212
"1001-5000",1720,262
"1001-5000",1731,172
"1001-5000",1742,188
"1001-5000",1774,180
"1001-5000",1788,186
"1001-5000",1807,164
"1001-5000",1832,146
"1001-5000",1838,190
"1001-5000",1856,140
"1001-5000",1884,166
"1001-5000",1894,172
"1001-5000",1898,140
"1001-5000",1914,154
"1001-5000",1937,120
"1001-5000",1951,132
"1001-5000",1957,126
"1001-5000",2004,288
"1001-5000",2027,164
"1001-5000",2046,168
"1001-5000",2047,156
"1001-5000",2049,328
"1001-5000",2088,142
"1001-5000",2096,136
"1001-5000",2137,122
"1001-5000",2156,118
"1001-5000",2167,94
"1001-5000",2190,108
"1001-5000",2207,114
"1001-5000",2228,72
"1001-5000",2237,58
"1001-5000",2282,100
"1001-5000",2293,80
"1001-5000",2300,172
"1001-5000",2301,76
"1001-5000",2302,92
"1001-5000",2305,72
"1001-5000",2306,94
"1001-5000",2338,84
"1001-5000",2345,104
"1001-5000",2352,76
"1001-5000",2359,80
"1001-5000",2396,58
"1001-5000",2407,44
"1001-5000",2436,58
"1001-5000",2447,56
"1001-5000",2457,52
"1001-5000",2469,70
"1001-5000",2484,42
"1001-5000",2488,38
"1001-5000",2499,90
"1001-5000",2510,96
"1001-5000",2514,42
"1001-5000",2539,44
"1001-5000",2542,44
"1001-5000",2549,54
"1001-5000",2553,50
"1001-5000",2558,84
"1001-5000",2579,32
"500-1000",880,1576
"500-1000",884,1332
"500-1000",899,1692
"500-1000",922,1112
"500-1000",926,1192
"500-1000",929,1206
"500-1000",944,1402
"500-1000",948,1162
"500-1000",959,1144
"500-1000",963,1050
"500-1000",986,924
"51-100",61,32812
"51-100",62,32662
"51-100",73,32576
"51-100",78,36452
"51-100",88,32066
"51-100",94,31528
GREATER 5000,5001,2
GREATER 5000,5053,4
GREATER 5000,5055,2
GREATER 5000,5097,2
GREATER 5000,5127,2
GREATER 5000,5128,2
GREATER 5000,5224,4
GREATER 5000,5235,4
GREATER 5000,5282,4
GREATER 5000,5329,2
GREATER 5000,5402,2
GREATER 5000,5428,2
GREATER 5000,5439,2
GREATER 5000,5464,2
GREATER 5000,5469,2
GREATER 5000,5488,2
GREATER 5000,5523,2
GREATER 5000,5557,2
GREATER 5000,5580,2
GREATER 5000,5616,2
GREATER 5000,5681,2
GREATER 5000,5722,2
GREATER 5000,5732,2
GREATER 5000,5763,2
GREATER 5000,5800,4
GREATER 5000,5846,2
GREATER 5000,5861,2
GREATER 5000,6049,2
GREATER 5000,6053,2
GREATER 5000,6065,2
GREATER 5000,6142,2
GREATER 5000,6199,2
GREATER 5000,6276,4
GREATER 5000,6346,2
GREATER 5000,6548,2
GREATER 5000,6575,4
GREATER 5000,6614,2
GREATER 5000,6646,4
GREATER 5000,6715,2
GREATER 5000,6944,2
GREATER 5000,6968,2
GREATER 5000,7099,4
GREATER 5000,7151,2
GREATER 5000,7163,2
GREATER 5000,7226,2
GREATER 5000,7403,2
GREATER 5000,7757,2
GREATER 5000,7769,2
GREATER 5000,7924,2
GREATER 5000,8117,2
GREATER 5000,8130,2
GREATER 5000,8229,2
GREATER 5000,8736,2
GREATER 5000,9192,2
GREATER 5000,9693,2
GREATER 5000,9791,2
GREATER 5000,11741,2
GREATER 5000,11922,2
GREATER 5000,14007,2
GREATER 5000,17007,2
GREATER 5000,17719,2
GREATER 5000,21021,2
OTHERS,-3095,2
OTHERS,-2500,2
OTHERS,-1159,2
OTHERS,-773,2
OTHERS,-499,2
OTHERS,-389,2
OTHERS,-382,2
OTHERS,-319,2
OTHERS,-300,20
OTHERS,-268,2
OTHERS,-200,14
OTHERS,-119,2
OTHERS,-104,2
OTHERS,-49,6
OTHERS,-43,2
OTHERS,-42,4
OTHERS,-41,12
OTHERS,-26,6
OTHERS,-13,12
OTHERS,-10,72
OTHERS,-9,42
OTHERS,-8,30
OTHERS,-7,34
"1001-5000",3999,18
"1001-5000",4039,2
"1001-5000",4055,10
"1001-5000",4067,6
"1001-5000",4081,2
"1001-5000",4087,4
"1001-5000",4094,6
"1001-5000",4111,6
"1001-5000",4119,12
"1001-5000",4125,2
"1001-5000",4127,2
"1001-5000",4132,4
"1001-5000",4136,6
"1001-5000",4137,6
"1001-5000",4152,2
"1001-5000",4159,4
"1001-5000",4165,2
"1001-5000",4189,6
"1001-5000",4208,6
"1001-5000",4211,2
"1001-5000",4214,4
"1001-5000",4242,4
"1001-5000",4245,4
"1001-5000",4304,4
"1001-5000",4305,2
"1001-5000",4320,4
"1001-5000",4375,4
"1001-5000",4380,2
"1001-5000",4415,4
"1001-5000",4448,4
"1001-5000",4528,4
"1001-5000",4592,4
"1001-5000",4611,2
"1001-5000",4621,6
"1001-5000",4672,2
"1001-5000",4675,4
"1001-5000",4681,2
"1001-5000",4705,4
"1001-5000",4707,2
"1001-5000",4728,2
"1001-5000",4748,2
"1001-5000",4761,2
"1001-5000",4766,2
"1001-5000",4809,4
"1001-5000",4825,2
"1001-5000",4839,4
"1001-5000",4846,4
"1001-5000",4854,2
"1001-5000",4863,2
"1001-5000",4865,2
"1001-5000",4900,2
"1001-5000",4939,2
"1001-5000",4942,2
"1001-5000",5000,26
"101-200",127,24126
