"ARPU_BANDS","ARPU","3"
"1001-5000",1880,93
"1001-5000",1888,82
"1001-5000",1907,67
"1001-5000",1946,57
"1001-5000",1954,68
"1001-5000",1956,59
"1001-5000",1968,78
"1001-5000",1971,64
"1001-5000",1974,66
"1001-5000",1975,64
"1001-5000",1979,65
"1001-5000",1980,101
"1001-5000",1991,72
"1001-5000",1996,67
"1001-5000",2001,245
"1001-5000",2008,112
"1001-5000",2014,93
"1001-5000",2016,80
"1001-5000",2019,145
"1001-5000",2020,188
"1001-5000",2023,76
"1001-5000",2026,91
"1001-5000",2029,87
"1001-5000",2031,71
"1001-5000",2063,58
"1001-5000",2078,69
"1001-5000",2079,86
"1001-5000",2105,85
"1001-5000",2109,75
"1001-5000",2110,81
"1001-5000",2117,64
"1001-5000",2121,61
"1001-5000",2123,56
"1001-5000",2133,59
"1001-5000",2182,53
"1001-5000",2195,64
"1001-5000",2208,51
"1001-5000",2210,54
"1001-5000",2231,45
"1001-5000",2235,43
"1001-5000",2236,33
"1001-5000",2247,30
"1001-5000",2257,46
"1001-5000",2259,48
"1001-5000",2264,34
"1001-5000",2270,52
"1001-5000",2276,34
"1001-5000",2287,47
"1001-5000",2583,20
"1001-5000",2590,31
"1001-5000",2599,34
"1001-5000",2621,16
"1001-5000",2625,27
"1001-5000",2628,25
"1001-5000",2636,22
"1001-5000",2641,15
"1001-5000",2683,23
"1001-5000",2687,12
"1001-5000",2688,15
"1001-5000",2697,12
"1001-5000",2717,26
"1001-5000",2731,19
"1001-5000",2733,19
"1001-5000",2758,21
"1001-5000",2781,15
"1001-5000",2786,15
"1001-5000",2793,22
"1001-5000",2803,13
"1001-5000",2823,16
"1001-5000",2831,15
"1001-5000",2834,14
"1001-5000",2843,10
"1001-5000",2844,18
"1001-5000",2852,14
"1001-5000",2873,19
"1001-5000",2879,11
"1001-5000",2885,16
"1001-5000",2886,9
"1001-5000",2889,16
"1001-5000",2909,16
"1001-5000",2950,7
"1001-5000",2963,13
"1001-5000",2979,10
"1001-5000",3002,15
"1001-5000",3034,16
"1001-5000",3038,15
"1001-5000",3043,12
"1001-5000",3044,8
"1001-5000",3084,12
"1001-5000",3089,15
"1001-5000",3111,11
"1001-5000",3116,5
"1001-5000",3117,7
"1001-5000",3125,9
"1001-5000",3134,11
"1001-5000",3166,10
"1001-5000",3179,9
"1001-5000",3181,9
"1001-5000",3188,12
"1001-5000",3195,9
"1001-5000",3205,8
"1001-5000",3210,6
"1001-5000",3218,8
"1001-5000",3221,8
"1001-5000",3227,11
"1001-5000",3228,7
"1001-5000",3245,7
"1001-5000",3246,6
"1001-5000",3272,3
"1001-5000",3279,6
"1001-5000",3288,6
"1001-5000",3293,10
"1001-5000",3305,10
"1001-5000",3334,9
"1001-5000",3345,4
"1001-5000",3367,5
"1001-5000",3370,5
"1001-5000",3373,7
"1001-5000",3390,4
"1001-5000",3396,6
"1001-5000",3437,6
"1001-5000",3449,13
"1001-5000",3455,2
"1001-5000",3457,7
"1001-5000",3463,10
"1001-5000",3465,4
"1001-5000",3474,3
"1001-5000",3482,10
"1001-5000",3483,3
"1001-5000",3484,5
"1001-5000",3502,4
"1001-5000",3510,9
"1001-5000",3521,5
"1001-5000",3549,11
"1001-5000",3558,7
"1001-5000",3590,4
"1001-5000",3601,9
"1001-5000",3607,3
"1001-5000",3611,4
"1001-5000",3617,8
"1001-5000",3621,5
"1001-5000",3626,5
"1001-5000",3640,3
"1001-5000",3665,1
"1001-5000",3707,1
"1001-5000",3714,2
"1001-5000",3741,3
"1001-5000",3752,4
"1001-5000",3755,7
"1001-5000",3758,6
"1001-5000",3765,4
"1001-5000",3766,2
"1001-5000",3767,2
"1001-5000",3777,1
"1001-5000",3787,2
"1001-5000",3810,1
"1001-5000",3846,3
"1001-5000",3852,1
"1001-5000",3863,4
"1001-5000",3866,4
"1001-5000",3867,2
"1001-5000",3870,1
"1001-5000",3879,4
"1001-5000",3885,6
"1001-5000",3893,5
"1001-5000",3897,1
"1001-5000",3901,1
"1001-5000",3902,1
"1001-5000",3949,2
"1001-5000",3956,4
"1001-5000",3967,1
"1001-5000",3969,2
"1001-5000",3975,3
"1001-5000",3997,7
"500-1000",892,582
"500-1000",911,611
"500-1000",918,586
"500-1000",937,501
"500-1000",952,540
"500-1000",967,465
"500-1000",974,540
"500-1000",978,479
"500-1000",989,546
"500-1000",993,459
"51-100",57,22628
"51-100",68,20970
"51-100",75,17871
GREATER 5000,5012,1
GREATER 5000,5016,1
GREATER 5000,5058,1
GREATER 5000,5079,1
GREATER 5000,5081,1
GREATER 5000,5150,1
GREATER 5000,5168,1
GREATER 5000,5204,1
GREATER 5000,5260,1
GREATER 5000,5406,1
GREATER 5000,5446,1
GREATER 5000,5460,1
GREATER 5000,5461,2
GREATER 5000,5480,2
GREATER 5000,5572,1
GREATER 5000,5585,1
GREATER 5000,5587,2
GREATER 5000,5682,1
GREATER 5000,5690,1
GREATER 5000,5709,1
GREATER 5000,5724,1
GREATER 5000,6002,1
GREATER 5000,6020,1
GREATER 5000,6030,1
GREATER 5000,6054,1
GREATER 5000,6083,1
GREATER 5000,6100,1
GREATER 5000,6143,1
GREATER 5000,6204,1
GREATER 5000,6422,1
GREATER 5000,6500,1
GREATER 5000,6550,1
GREATER 5000,6708,1
GREATER 5000,6917,1
GREATER 5000,7005,1
GREATER 5000,7027,1
GREATER 5000,7078,1
GREATER 5000,7237,1
GREATER 5000,7300,1
GREATER 5000,7573,1
GREATER 5000,7878,1
GREATER 5000,9153,1
GREATER 5000,9222,1
GREATER 5000,9997,1
GREATER 5000,10079,1
GREATER 5000,27185,1
GREATER 5000,44559,1
OTHERS,-860,1
OTHERS,-372,1
OTHERS,-124,2
OTHERS,-95,1
OTHERS,-91,2
OTHERS,-53,1
OTHERS,-4,26
OTHERS,-3,25
OTHERS,-2,56
OTHERS,-1,90
"0-10",9,61406
"1001-5000",1011,505
"1001-5000",1019,702
"1001-5000",1033,440
"1001-5000",1036,459
"1001-5000",1069,516
"1001-5000",1082,414
"1001-5000",1110,534
"1001-5000",1115,431
"1001-5000",1133,411
"1001-5000",1134,384
"1001-5000",1155,379
"1001-5000",1161,327
"1001-5000",1162,325
"1001-5000",1172,313
"1001-5000",1174,357
"1001-5000",1177,338
"1001-5000",1195,349
"1001-5000",1196,325
"1001-5000",1218,283
"1001-5000",1241,296
"1001-5000",1247,272
"1001-5000",1257,283
"1001-5000",1266,263
"1001-5000",1277,225
"1001-5000",1282,261
"1001-5000",1283,261
"1001-5000",1284,295
"1001-5000",1295,295
"1001-5000",1321,230
"1001-5000",1347,225
"1001-5000",1372,229
"1001-5000",1379,233
"1001-5000",1394,236
"1001-5000",1402,195
"1001-5000",1405,263
"1001-5000",1406,202
"1001-5000",1421,168
"1001-5000",1423,193
"1001-5000",1425,247
"1001-5000",1431,175
"1001-5000",1441,173
"1001-5000",1446,153
"1001-5000",1530,178
"1001-5000",1534,145
"1001-5000",1570,165
"1001-5000",1623,126
"1001-5000",1638,132
"1001-5000",1648,141
"1001-5000",1650,165
"1001-5000",1655,129
"1001-5000",1676,94
"1001-5000",1694,151
"1001-5000",1695,109
"1001-5000",1701,121
"1001-5000",1702,92
"1001-5000",1713,89
"1001-5000",1721,86
"1001-5000",1748,92
"1001-5000",1755,113
"1001-5000",1777,101
"1001-5000",1781,106
"1001-5000",1786,96
"1001-5000",1795,102
"1001-5000",1827,84
"1001-5000",1847,79
"1001-5000",1881,111
"1001-5000",1900,139
"1001-5000",1911,72
"1001-5000",1924,84
"1001-5000",1933,73
"1001-5000",1934,73
"1001-5000",1935,63
"1001-5000",1950,90
"1001-5000",1953,63
"1001-5000",1958,58
"1001-5000",1969,74
"1001-5000",1976,69
"1001-5000",1977,58
"1001-5000",1998,67
"1001-5000",2002,147
"1001-5000",2028,82
"1001-5000",2030,104
"1001-5000",2033,66
"1001-5000",2037,77
"1001-5000",2044,120
"1001-5000",2045,109
"1001-5000",2050,210
"1001-5000",2051,80
"1001-5000",2082,61
"1001-5000",2094,87
"1001-5000",2103,65
"1001-5000",2112,61
"1001-5000",2135,68
"1001-5000",2145,63
"1001-5000",2151,46
"1001-5000",2161,49
"1001-5000",2170,51
"1001-5000",2188,49
"1001-5000",2191,45
"1001-5000",2199,83
"1001-5000",2206,57
"1001-5000",2209,65
"1001-5000",2213,45
"1001-5000",2214,56
"1001-5000",2232,39
"1001-5000",2243,38
"1001-5000",2254,53
"1001-5000",2283,41
"1001-5000",2286,33
"1001-5000",2308,49
"1001-5000",2339,41
"1001-5000",2371,24
"1001-5000",2382,40
"1001-5000",2391,35
"1001-5000",2393,33
"1001-5000",2401,28
"1001-5000",2417,30
"1001-5000",2418,36
"1001-5000",2423,29
"1001-5000",2446,26
"1001-5000",2449,33
"1001-5000",2470,42
"1001-5000",2481,34
"1001-5000",2506,24
"1001-5000",2317,38
"1001-5000",2319,36
"1001-5000",2335,29
"1001-5000",2340,42
"1001-5000",2350,61
"1001-5000",2356,22
"1001-5000",2361,34
"1001-5000",2373,32
"1001-5000",2374,41
"1001-5000",2375,43
"1001-5000",2388,32
"1001-5000",2425,29
"1001-5000",2451,19
"1001-5000",2466,29
"1001-5000",2485,34
"1001-5000",2487,30
"1001-5000",2491,38
"1001-5000",2508,36
"1001-5000",2512,30
"1001-5000",2515,35
"1001-5000",2532,23
"1001-5000",2535,16
"1001-5000",2544,26
"1001-5000",2555,18
"1001-5000",2560,25
"1001-5000",2569,20
"1001-5000",2574,37
"1001-5000",2584,28
"1001-5000",2607,24
"1001-5000",2611,20
"1001-5000",2614,21
"1001-5000",2620,35
"1001-5000",2667,16
"1001-5000",2680,18
"1001-5000",2691,11
"1001-5000",2744,15
"1001-5000",2745,18
"1001-5000",2751,26
"1001-5000",2752,18
"1001-5000",2754,26
"1001-5000",2775,17
"1001-5000",2802,14
"1001-5000",2806,17
"1001-5000",2857,21
"1001-5000",2876,14
"1001-5000",2903,12
"1001-5000",2915,20
"1001-5000",2918,14
"1001-5000",2930,8
"1001-5000",2935,13
"1001-5000",2948,9
"1001-5000",2952,7
"1001-5000",2959,13
"1001-5000",2961,13
"1001-5000",2969,11
"1001-5000",2993,6
"1001-5000",3026,9
"1001-5000",3050,28
"1001-5000",3051,8
"1001-5000",3063,12
"1001-5000",3081,12
"1001-5000",3083,11
"1001-5000",3094,4
"1001-5000",3126,10
"1001-5000",3148,17
"1001-5000",3151,8
"1001-5000",3162,6
"1001-5000",3164,6
"1001-5000",3170,13
"1001-5000",3172,11
"1001-5000",3189,6
"1001-5000",3194,13
"1001-5000",3203,4
"1001-5000",3216,9
"1001-5000",3247,12
"1001-5000",3250,11
"1001-5000",3256,9
"1001-5000",3264,7
"1001-5000",3277,10
"1001-5000",3291,7
"1001-5000",3301,9
"1001-5000",3322,7
"1001-5000",3337,9
"1001-5000",3339,3
"1001-5000",3350,9
"1001-5000",3352,5
"1001-5000",3375,5
"1001-5000",3378,8
"1001-5000",3382,4
"1001-5000",3404,2
"1001-5000",3405,8
"1001-5000",3445,11
"1001-5000",3450,11
"1001-5000",3454,5
"1001-5000",3459,3
"1001-5000",3512,4
"1001-5000",3525,10
"1001-5000",3526,2
"1001-5000",3553,1
"1001-5000",3560,6
"1001-5000",3578,4
"1001-5000",3594,6
"1001-5000",3595,3
"1001-5000",3598,8
"1001-5000",3627,2
"1001-5000",3634,7
"1001-5000",3650,4
"1001-5000",3673,4
"1001-5000",3676,3
"1001-5000",3717,3
"1001-5000",3735,2
"1001-5000",3751,4
"1001-5000",3764,2
"1001-5000",3768,4
"1001-5000",3775,2
"1001-5000",3778,3
"1001-5000",3781,2
"1001-5000",3782,2
"1001-5000",3796,3
"1001-5000",3804,3
"1001-5000",3807,1
"1001-5000",3809,2
"1001-5000",3826,1
"1001-5000",3828,2
"1001-5000",3829,3
"1001-5000",3834,3
"0-10",0,1581533
"1001-5000",1026,445
"1001-5000",1041,450
"1001-5000",1048,489
"1001-5000",1075,457
"1001-5000",1078,467
"1001-5000",1084,479
"1001-5000",1105,430
"1001-5000",1121,361
"1001-5000",1141,350
"1001-5000",1159,405
"1001-5000",1176,336
"1001-5000",1199,436
"1001-5000",1202,335
"1001-5000",1213,320
"1001-5000",1224,311
"1001-5000",1227,276
"1001-5000",1239,310
"1001-5000",1253,279
"1001-5000",1271,262
"1001-5000",1272,246
"1001-5000",1280,314
"1001-5000",1315,303
"1001-5000",1326,215
"1001-5000",1335,261
"1001-5000",1369,252
"1001-5000",1382,188
"1001-5000",1388,210
"1001-5000",1412,201
"1001-5000",1439,198
"1001-5000",1445,211
"1001-5000",1464,175
"1001-5000",1469,211
"1001-5000",1484,170
"1001-5000",1486,148
"1001-5000",1490,203
"1001-5000",1492,147
"1001-5000",1499,202
"1001-5000",1524,184
"1001-5000",1525,162
"1001-5000",1537,151
"1001-5000",1551,136
"1001-5000",1576,137
"1001-5000",1633,127
"1001-5000",1661,112
"1001-5000",1677,80
"1001-5000",1678,121
"1001-5000",1687,88
"1001-5000",1725,116
"1001-5000",1746,102
"1001-5000",1772,69
"1001-5000",1780,120
"1001-5000",1789,105
"1001-5000",1790,101
"1001-5000",1791,105
"1001-5000",1793,95
"1001-5000",1794,100
"1001-5000",1796,95
"1001-5000",1826,74
"1001-5000",1833,90
"1001-5000",1840,104
"1001-5000",1859,92
"1001-5000",1879,64
"1001-5000",1889,103
"1001-5000",1891,80
"1001-5000",1895,103
"1001-5000",1905,85
"1001-5000",1906,78
"1001-5000",1932,73
"1001-5000",1943,68
"1001-5000",1972,69
"1001-5000",1981,67
"1001-5000",1987,66
"1001-5000",2036,66
"1001-5000",2042,63
"1001-5000",2052,74
"1001-5000",2083,67
"1001-5000",2089,79
"1001-5000",2115,57
"1001-5000",2140,81
"1001-5000",2147,48
"1001-5000",2150,96
"1001-5000",2154,56
"1001-5000",2162,46
"1001-5000",2180,64
"1001-5000",2189,62
"1001-5000",2193,34
"1001-5000",2225,47
"1001-5000",2233,39
"1001-5000",2250,94
"1001-5000",2258,57
"1001-5000",2260,48
"1001-5000",2284,34
"1001-5000",2289,36
"1001-5000",2292,37
"1001-5000",2303,43
"1001-5000",2307,39
"1001-5000",2344,40
"1001-5000",2368,39
"1001-5000",2403,31
"1001-5000",2406,33
"1001-5000",2410,39
"1001-5000",2412,24
"1001-5000",2426,31
"1001-5000",2444,29
"1001-5000",2445,33
"1001-5000",2455,27
"1001-5000",2462,18
"1001-5000",2463,23
"1001-5000",2465,31
"1001-5000",2493,29
"1001-5000",2505,40
"1001-5000",2538,30
"1001-5000",2540,27
"1001-5000",2548,22
"1001-5000",2559,21
"1001-5000",2566,24
"1001-5000",2570,26
"1001-5000",2571,16
"1001-5000",2577,27
"1001-5000",2588,32
"1001-5000",2616,19
"1001-5000",2622,24
"1001-5000",2642,20
"1001-5000",2654,25
"1001-5000",4008,3
"1001-5000",4013,4
"1001-5000",4019,7
"1001-5000",4021,4
"1001-5000",4023,8
"1001-5000",4033,7
"1001-5000",4047,4
"1001-5000",4066,4
"1001-5000",4073,3
"1001-5000",4106,1
"1001-5000",4143,2
"1001-5000",4172,2
"1001-5000",4173,1
"1001-5000",4182,3
"1001-5000",4183,1
"1001-5000",4188,3
"1001-5000",4194,2
"1001-5000",4215,4
"1001-5000",4226,2
"1001-5000",4240,2
"1001-5000",4247,2
"1001-5000",4287,1
"1001-5000",4301,1
"1001-5000",4321,1
"1001-5000",4340,1
"1001-5000",4403,3
"1001-5000",4418,1
"1001-5000",4429,7
"1001-5000",4441,2
"1001-5000",4457,1
"1001-5000",4519,2
"1001-5000",4529,3
"1001-5000",4578,1
"1001-5000",4602,2
"1001-5000",4625,1
"1001-5000",4627,2
"1001-5000",4652,2
"1001-5000",4693,1
"1001-5000",4791,2
"1001-5000",4815,2
"1001-5000",4873,1
"1001-5000",4891,1
"1001-5000",4908,2
"1001-5000",4916,1
"1001-5000",4971,1
"1001-5000",4995,1
"101-200",105,13450
"101-200",154,10590
"101-200",156,9779
"101-200",157,9838
"101-200",178,8982
"11-20",11,24702
"11-20",15,28195
"201-500",202,7763
"201-500",212,7042
"201-500",220,11816
"201-500",243,6206
"201-500",268,5575
"201-500",281,4932
"201-500",287,5013
"201-500",311,4171
"201-500",337,3730
"201-500",369,3874
"201-500",375,3434
"201-500",378,3276
"201-500",382,2857
"201-500",418,2648
"201-500",419,3047
"201-500",420,4034
"201-500",436,2321
"201-500",440,3493
"201-500",441,2469
"201-500",447,2353
"201-500",448,2507
"201-500",456,2167
"201-500",463,2144
"201-500",480,2932
"201-500",484,2083
"201-500",487,1960
"201-500",491,2004
"201-500",492,1962
"201-500",500,5997
"21-50",30,50995
"21-50",34,20897
"500-1000",503,2021
"500-1000",514,2030
"500-1000",518,1947
"500-1000",526,1718
"500-1000",539,2540
"500-1000",564,1716
"500-1000",577,1510
"500-1000",581,1461
"500-1000",589,1808
"500-1000",619,1477
"500-1000",623,1288
"500-1000",628,1347
"500-1000",632,1191
"500-1000",636,1273
"500-1000",645,1493
"500-1000",649,1479
"500-1000",679,1371
"500-1000",692,1018
"500-1000",701,1061
"500-1000",709,1144
"500-1000",713,1004
"500-1000",726,920
"500-1000",730,1283
"500-1000",743,926
"500-1000",747,879
"500-1000",752,897
"500-1000",765,1251
"500-1000",771,837
"500-1000",784,924
"500-1000",796,784
"500-1000",817,800
"500-1000",821,718
"500-1000",825,858
"500-1000",838,716
"500-1000",863,624
"500-1000",864,715
"500-1000",868,648
"500-1000",872,603
"500-1000",898,648
"500-1000",910,766
"500-1000",975,569
"500-1000",979,592
"500-1000",988,528
"500-1000",992,474
"500-1000",996,469
"1001-5000",1012,554
"1001-5000",1013,523
"1001-5000",1029,609
"1001-5000",1037,476
"1001-5000",1044,609
"1001-5000",1051,459
"1001-5000",1076,423
"1001-5000",1112,376
"1001-5000",1125,489
"1001-5000",1139,439
"1001-5000",1147,373
"1001-5000",1160,469
"1001-5000",1171,348
"1001-5000",1178,340
"1001-5000",1180,411
"1001-5000",1187,307
"1001-5000",1188,348
"1001-5000",1200,783
"1001-5000",1203,315
"1001-5000",1205,351
"1001-5000",1223,305
"1001-5000",1225,353
"1001-5000",1232,286
"1001-5000",1235,340
"1001-5000",1240,368
"1001-5000",1251,265
"1001-5000",1252,269
"1001-5000",1255,320
"1001-5000",1294,245
"1001-5000",1299,344
"1001-5000",1301,257
"1001-5000",1308,255
"1001-5000",1317,246
"1001-5000",1319,266
"1001-5000",1329,282
"1001-5000",1336,213
"1001-5000",1343,220
"1001-5000",1348,230
"1001-5000",1356,212
"1001-5000",1359,234
"1001-5000",1360,274
"1001-5000",1362,216
"1001-5000",1398,230
"1001-5000",1407,198
"1001-5000",1429,210
"1001-5000",1437,181
"1001-5000",1449,224
"1001-5000",1468,194
"1001-5000",1473,175
"1001-5000",1478,168
"1001-5000",1493,144
"1001-5000",1498,179
"1001-5000",1501,195
"1001-5000",1512,148
"1001-5000",1531,165
"1001-5000",1546,132
"1001-5000",1547,156
"1001-5000",1553,146
"1001-5000",1559,157
"1001-5000",1561,126
"1001-5000",1564,148
"1001-5000",1565,171
"1001-5000",1567,136
"1001-5000",1568,153
"1001-5000",1573,152
"1001-5000",1589,162
"1001-5000",1592,123
"1001-5000",1616,135
"1001-5000",1631,126
"1001-5000",1654,120
"1001-5000",1666,115
"1001-5000",1706,101
"1001-5000",1762,85
"1001-5000",1798,102
"1001-5000",1823,81
"1001-5000",1831,82
"1001-5000",1839,109
"1001-5000",1845,97
"1001-5000",1848,82
"1001-5000",1855,82
"1001-5000",1857,80
"1001-5000",1860,94
"1001-5000",1868,91
"1001-5000",1871,88
"1001-5000",1874,80
"1001-5000",1885,87
"1001-5000",1887,67
"1001-5000",1897,69
"1001-5000",1903,76
"1001-5000",1916,72
"1001-5000",1919,87
"1001-5000",1925,82
"1001-5000",1959,70
"1001-5000",1961,47
"1001-5000",1962,65
"1001-5000",1966,66
"1001-5000",1985,73
"1001-5000",1995,74
"1001-5000",1999,97
"1001-5000",2010,205
"1001-5000",2035,79
"1001-5000",2058,65
"1001-5000",2059,81
"1001-5000",2076,44
"1001-5000",2091,58
"1001-5000",2101,71
"1001-5000",2104,68
"1001-5000",2107,57
"1001-5000",2130,64
"1001-5000",2166,44
"1001-5000",2175,58
"1001-5000",2176,50
"1001-5000",2194,65
"1001-5000",2204,67
"1001-5000",2215,39
"1001-5000",2217,47
"1001-5000",2221,52
"1001-5000",2222,49
"1001-5000",2251,55
"1001-5000",2255,43
"1001-5000",2269,54
"1001-5000",2274,46
"1001-5000",2280,36
"1001-5000",2291,44
"1001-5000",2314,48
"1001-5000",2516,35
"1001-5000",2521,22
"1001-5000",2545,26
"1001-5000",2556,33
"1001-5000",2557,21
"1001-5000",2581,18
"1001-5000",2585,16
"1001-5000",2593,24
"1001-5000",2597,20
"1001-5000",2603,25
"1001-5000",2605,26
"1001-5000",2613,19
"1001-5000",2619,18
"1001-5000",2665,22
"1001-5000",2670,23
"1001-5000",2676,22
"1001-5000",2678,20
"1001-5000",2689,21
"1001-5000",2690,18
"1001-5000",2693,19
"1001-5000",2698,20
"1001-5000",2706,19
"1001-5000",2709,20
"1001-5000",2715,17
"1001-5000",2716,16
"1001-5000",2727,21
"1001-5000",2732,12
"1001-5000",2760,14
"1001-5000",2767,8
"1001-5000",2773,15
"1001-5000",2776,12
"1001-5000",2824,23
"1001-5000",2847,8
"1001-5000",2890,13
"1001-5000",2912,10
"1001-5000",2928,24
"1001-5000",2955,11
"1001-5000",2980,15
"1001-5000",3006,12
"1001-5000",3024,10
"1001-5000",3027,9
"1001-5000",3040,13
"1001-5000",3053,10
"1001-5000",3055,8
"1001-5000",3056,9
"1001-5000",3078,11
"1001-5000",3091,9
"1001-5000",3097,8
"1001-5000",3102,11
"1001-5000",3105,13
"1001-5000",3154,7
"1001-5000",3182,2
"1001-5000",3190,8
"1001-5000",3193,11
"1001-5000",3199,21
"1001-5000",3201,10
"1001-5000",3209,16
"1001-5000",3240,7
"1001-5000",3243,7
"1001-5000",3254,10
"1001-5000",3269,13
"1001-5000",3285,7
"1001-5000",3298,6
"1001-5000",3358,10
"1001-5000",3365,5
"1001-5000",3372,4
"1001-5000",3384,6
"1001-5000",3393,3
"1001-5000",3409,5
"1001-5000",3422,7
"1001-5000",3435,8
"1001-5000",3438,2
"1001-5000",3446,6
"1001-5000",3451,4
"1001-5000",3458,7
"1001-5000",3485,4
"1001-5000",3496,5
"1001-5000",3500,31
"1001-5000",3509,4
"1001-5000",3511,6
"1001-5000",3535,6
"1001-5000",3544,7
"1001-5000",3593,3
"1001-5000",3596,2
"1001-5000",3603,8
"1001-5000",3610,1
"1001-5000",3614,3
"1001-5000",3637,4
"1001-5000",3641,7
"1001-5000",3646,3
"1001-5000",3678,2
"1001-5000",3691,1
"1001-5000",3694,4
"1001-5000",3700,4
"1001-5000",3705,2
"1001-5000",3711,2
"1001-5000",3721,3
"1001-5000",3722,1
"1001-5000",3739,4
"1001-5000",3740,6
"1001-5000",3791,1
"1001-5000",3813,2
"1001-5000",3814,4
"1001-5000",3857,3
"1001-5000",3882,2
"1001-5000",3884,6
"1001-5000",3908,7
"1001-5000",3921,2
"1001-5000",3922,5
"1001-5000",3947,5
"1001-5000",3970,7
"1001-5000",3987,2
"1001-5000",4040,6
"1001-5000",4051,1
"1001-5000",4070,1
"1001-5000",4107,1
"1001-5000",4110,6
"1001-5000",4134,2
"1001-5000",4135,3
"1001-5000",4139,3
"1001-5000",4146,4
"1001-5000",4150,3
"1001-5000",4151,3
"1001-5000",4162,7
"1001-5000",4175,1
"1001-5000",4176,2
"1001-5000",3850,1
"1001-5000",3854,5
"1001-5000",3887,1
"1001-5000",3917,2
"1001-5000",3945,3
"1001-5000",3951,1
"1001-5000",3962,4
"1001-5000",3966,3
"1001-5000",4010,4
"1001-5000",4024,4
"1001-5000",4025,2
"1001-5000",4031,5
"1001-5000",4034,3
"1001-5000",4072,3
"1001-5000",4102,2
"1001-5000",4113,2
"1001-5000",4115,4
"1001-5000",4117,1
"1001-5000",4122,3
"1001-5000",4129,1
"1001-5000",4133,1
"1001-5000",4161,1
"1001-5000",4177,2
"1001-5000",4190,3
"1001-5000",4206,3
"1001-5000",4225,1
"1001-5000",4231,2
"1001-5000",4234,2
"1001-5000",4264,6
"1001-5000",4267,1
"1001-5000",4279,1
"1001-5000",4296,1
"1001-5000",4303,1
"1001-5000",4361,1
"1001-5000",4364,3
"1001-5000",4371,1
"1001-5000",4382,1
"1001-5000",4389,1
"1001-5000",4394,2
"1001-5000",4440,3
"1001-5000",4459,2
"1001-5000",4499,1
"1001-5000",4509,1
"1001-5000",4523,1
"1001-5000",4573,1
"1001-5000",4585,2
"1001-5000",4619,2
"1001-5000",4651,2
"1001-5000",4657,2
"1001-5000",4658,1
"1001-5000",4663,1
"1001-5000",4688,1
"1001-5000",4695,1
"1001-5000",4700,1
"1001-5000",4708,1
"1001-5000",4738,2
"1001-5000",4785,2
"1001-5000",4831,1
"1001-5000",4834,2
"1001-5000",4853,2
"1001-5000",4870,2
"1001-5000",4901,2
"101-200",109,17767
"101-200",118,13613
"101-200",136,11000
"101-200",142,9931
"101-200",143,11870
"101-200",145,11825
"101-200",151,9370
"101-200",171,8497
"101-200",173,8607
"101-200",174,8860
"101-200",199,11093
"201-500",211,7024
"201-500",246,6051
"201-500",267,5326
"201-500",280,7468
"201-500",290,6889
"201-500",296,4424
"201-500",297,4809
"201-500",317,4192
"201-500",335,4367
"201-500",336,3606
"201-500",342,3659
"201-500",355,3746
"201-500",362,3379
"201-500",368,3351
"201-500",371,3016
"201-500",383,2930
"201-500",385,3471
"201-500",409,3276
"201-500",432,2392
"201-500",435,2768
"201-500",449,3583
"201-500",471,2036
"21-50",27,34068
"21-50",31,19770
"21-50",35,22696
"21-50",42,20234
"500-1000",517,1741
"500-1000",540,3003
"500-1000",565,1782
"500-1000",580,2028
"500-1000",584,1963
"500-1000",588,1519
"500-1000",603,1383
"500-1000",610,1834
"500-1000",622,1232
"500-1000",637,1260
"500-1000",659,1303
"500-1000",678,1145
"500-1000",693,1118
"500-1000",697,1061
"500-1000",708,955
"500-1000",727,921
"500-1000",742,869
"500-1000",749,1025
"500-1000",753,941
"500-1000",761,831
"500-1000",770,1165
"500-1000",782,824
"500-1000",797,792
"500-1000",800,1331
"500-1000",811,801
"500-1000",815,949
"500-1000",822,748
"500-1000",837,685
"500-1000",841,672
"500-1000",848,704
"1001-5000",1064,450
"1001-5000",1065,530
"1001-5000",1070,586
"1001-5000",1091,448
"1001-5000",1113,390
"1001-5000",1126,343
"1001-5000",1127,375
"1001-5000",1143,379
"1001-5000",1156,348
"1001-5000",1169,418
"1001-5000",1175,377
"1001-5000",1182,295
"1001-5000",1183,320
"1001-5000",1190,397
"1001-5000",1204,340
"1001-5000",1208,346
"1001-5000",1219,360
"1001-5000",1230,390
"1001-5000",1236,301
"1001-5000",1269,279
"1001-5000",1281,240
"1001-5000",1292,243
"1001-5000",1318,242
"1001-5000",1322,214
"1001-5000",1325,262
"1001-5000",1331,242
"1001-5000",1340,285
"1001-5000",1370,252
"1001-5000",1378,203
"1001-5000",1397,204
"1001-5000",1411,194
"1001-5000",1428,184
"1001-5000",1451,163
"1001-5000",1452,188
"1001-5000",1455,189
"1001-5000",1474,205
"1001-5000",1480,210
"1001-5000",1495,218
"1001-5000",1510,203
"1001-5000",1513,169
"1001-5000",1522,165
"1001-5000",1526,162
"1001-5000",1532,145
"1001-5000",1558,147
"1001-5000",1574,149
"1001-5000",1578,156
"1001-5000",1580,194
"1001-5000",1581,136
"1001-5000",1590,150
"1001-5000",1602,135
"1001-5000",1634,128
"1001-5000",1643,118
"1001-5000",1645,131
"1001-5000",1653,109
"1001-5000",1662,117
"1001-5000",1674,125
"1001-5000",1686,119
